studentid,name,academicinterest,extracurricularactivities,skills,location,yearofstudy,major,gpa,languages,clubmemberships,researchinterests
140,Student 140,Mathematics,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",New York,Senior,History,2.91,"Chinese, English, German, Spanish","Art Club, Debate Club, Sports Team",Astrophysics
141,Student 141,Physics,Coding Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",New York,Graduate,Physics,2.65,"Chinese, English, German, Japanese","Art Club, Coding Club, Debate Club, Sports Team",Robotics
142,Student 142,Computer Science,Art Club,"Artistic, Leadership",Chicago,Junior,Psychology,2.47,"English, French, German","Art Club, Debate Club, Music Club, Volunteer Group",Climate Change
143,Student 143,Computer Science,Art Club,"Artistic, Data Analysis, Problem Solving, Programming",Chicago,Freshman,Psychology,2.8200000000000003,"Chinese, English, German, Japanese, Spanish",Sports Team,Sustainable Agriculture
144,Student 144,Biology,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Senior,Biology,3.26,"English, French, Spanish","Coding Club, Debate Club, Music Club, Sports Team",Cognitive Psychology
145,Student 145,Psychology,Art Club,"Artistic, Data Analysis, Leadership, Programming",San Francisco,Graduate,Physics,3.08,"English, German, Spanish","Art Club, Music Club, Volunteer Group",Nanotechnology
146,Student 146,Biology,Sports Team,"Artistic, Data Analysis, Leadership, Programming",Los Angeles,Junior,Computer Science,2.8200000000000003,Chinese,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Astrophysics
147,Student 147,History,Sports Team,Leadership,Los Angeles,Sophomore,Computer Science,3.9699999999999998,"Chinese, English, French, German, Spanish","Coding Club, Music Club",Cognitive Psychology
148,Student 148,Physics,Music Club,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",Chicago,Junior,Mathematics,3.61,"French, German, Japanese, Spanish","Debate Club, Music Club",Machine Learning
149,Student 149,Physics,Sports Team,"Data Analysis, Public Speaking",Boston,Freshman,Mathematics,2.07,"Chinese, English, French, German, Spanish","Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Cognitive Psychology
150,Student 150,Biology,Coding Club,Data Analysis,Boston,Freshman,Mathematics,2.93,Japanese,"Art Club, Coding Club, Debate Club, Sports Team",Political Science
151,Student 151,Biology,Volunteer Group,"Artistic, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Senior,Psychology,3.71,"English, German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Urban Planning
152,Student 152,Computer Science,Coding Club,"Data Analysis, Problem Solving, Programming, Public Speaking",Houston,Senior,Computer Science,2.5700000000000003,"Chinese, English, French, German, Japanese, Spanish","Art Club, Debate Club, Music Club, Sports Team, Volunteer Group",Space Exploration
153,Student 153,History,Sports Team,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Houston,Sophomore,Psychology,2.7800000000000002,Chinese,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Sustainable Agriculture
154,Student 154,Physics,Art Club,"Data Analysis, Public Speaking",Houston,Freshman,Physics,2.63,"English, French, Japanese","Debate Club, Volunteer Group",Space Exploration
155,Student 155,Computer Science,Coding Club,Public Speaking,San Francisco,Freshman,Biology,2.7,Japanese,"Coding Club, Sports Team",Space Exploration
156,Student 156,Biology,Debate Club,"Leadership, Programming",Los Angeles,Freshman,History,2.98,"Chinese, English, French, Japanese, Spanish","Debate Club, Sports Team, Volunteer Group",Environmental Sustainability
157,Student 157,Physics,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",New York,Freshman,Physics,3.59,"English, French, German, Japanese, Spanish","Debate Club, Music Club",Behavioral Economics
158,Student 158,Psychology,Volunteer Group,"Artistic, Leadership",San Francisco,Freshman,Mathematics,3.68,"Chinese, English, French, Japanese, Spanish","Art Club, Debate Club, Volunteer Group",Data Science
159,Student 159,Psychology,Sports Team,"Artistic, Data Analysis, Leadership, Public Speaking",Houston,Graduate,Biology,3.86,"Chinese, English, French, German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Human-Computer Interaction
160,Student 160,History,Sports Team,"Artistic, Data Analysis, Problem Solving, Programming",Chicago,Junior,Physics,3.34,"Chinese, English, French, German, Japanese","Art Club, Coding Club, Debate Club, Sports Team, Volunteer Group",Healthcare Management
161,Student 161,Psychology,Sports Team,"Leadership, Programming, Public Speaking",Boston,Junior,Mathematics,3.5300000000000002,"English, French, Japanese",Volunteer Group,Political Science
415,Student 415,History,Volunteer Group,"Artistic, Data Analysis, Leadership",Chicago,Sophomore,Psychology,3.37,Chinese,Coding Club,Machine Learning
162,Student 162,Computer Science,Volunteer Group,"Artistic, Data Analysis, Problem Solving, Programming",New York,Freshman,Biology,2.04,"Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Quantum Computing
163,Student 163,Psychology,Volunteer Group,"Artistic, Leadership, Programming, Public Speaking",New York,Graduate,Mathematics,3.6,"Chinese, English, French, German, Japanese, Spanish","Art Club, Sports Team",Healthcare Management
164,Student 164,Physics,Art Club,Artistic,New York,Sophomore,History,3.38,"Chinese, German","Debate Club, Music Club, Sports Team",Astrophysics
165,Student 165,History,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",San Francisco,Junior,Psychology,3.18,English,Art Club,Cybersecurity
166,Student 166,Biology,Sports Team,"Data Analysis, Leadership, Problem Solving",San Francisco,Freshman,Computer Science,3.8,English,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Cybersecurity
167,Student 167,Mathematics,Music Club,Problem Solving,New York,Freshman,Mathematics,2.31,"English, German, Japanese, Spanish",Sports Team,Astrophysics
168,Student 168,History,Debate Club,"Leadership, Programming",Los Angeles,Freshman,Psychology,3.01,"Chinese, English, French, German, Spanish",Volunteer Group,Political Science
169,Student 169,Computer Science,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Boston,Senior,Psychology,3.68,Spanish,"Coding Club, Debate Club, Music Club, Sports Team",Biomedical Engineering
170,Student 170,Biology,Coding Club,"Data Analysis, Leadership, Problem Solving, Public Speaking",San Francisco,Senior,Psychology,3.69,"Chinese, English, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Biomedical Engineering
171,Student 171,Physics,Debate Club,"Artistic, Problem Solving",San Francisco,Junior,Psychology,2.83,"Chinese, French, German, Spanish",Music Club,Political Science
172,Student 172,History,Debate Club,Leadership,Los Angeles,Sophomore,History,3.81,French,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Bioinformatics
173,Student 173,Physics,Debate Club,"Artistic, Problem Solving",Los Angeles,Junior,History,3.19,"Chinese, German, Spanish","Coding Club, Debate Club, Music Club, Sports Team",Bioinformatics
174,Student 174,Mathematics,Coding Club,"Artistic, Data Analysis",New York,Senior,History,2.06,"Chinese, French, German, Japanese, Spanish",Volunteer Group,Astrophysics
175,Student 175,Mathematics,Sports Team,"Artistic, Leadership, Programming",San Francisco,Sophomore,Mathematics,3.9699999999999998,"Chinese, German","Coding Club, Volunteer Group",Social Sciences
176,Student 176,Psychology,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",San Francisco,Graduate,History,3.0,"German, Japanese","Coding Club, Sports Team",Behavioral Economics
177,Student 177,Biology,Debate Club,"Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Sophomore,Computer Science,3.27,"English, German",Volunteer Group,Environmental Sustainability
178,Student 178,Biology,Volunteer Group,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",San Francisco,Graduate,Psychology,2.96,Japanese,"Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Cybersecurity
179,Student 179,Psychology,Debate Club,"Data Analysis, Leadership, Problem Solving, Public Speaking",Los Angeles,Graduate,Mathematics,3.31,English,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Space Exploration
180,Student 180,Computer Science,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Boston,Graduate,Psychology,3.81,"Chinese, English, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team",Robotics
181,Student 181,Computer Science,Volunteer Group,"Artistic, Data Analysis, Leadership, Problem Solving",Los Angeles,Junior,Computer Science,3.5300000000000002,"Chinese, English, French, German, Japanese, Spanish",Art Club,Robotics
182,Student 182,Biology,Art Club,"Artistic, Data Analysis, Programming",San Francisco,Senior,Psychology,3.9,Spanish,"Music Club, Sports Team",Renewable Energy
183,Student 183,Computer Science,Volunteer Group,"Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Sophomore,Mathematics,3.01,"Chinese, English, German, Japanese, Spanish","Art Club, Music Club, Volunteer Group",Nanotechnology
184,Student 184,History,Volunteer Group,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Senior,History,3.38,"Chinese, English, French, German, Spanish","Art Club, Coding Club, Debate Club, Volunteer Group",Astrophysics
185,Student 185,History,Music Club,"Artistic, Leadership, Programming",Chicago,Freshman,History,2.93,"Chinese, Japanese, Spanish","Art Club, Sports Team, Volunteer Group",Climate Change
186,Student 186,Psychology,Coding Club,"Artistic, Data Analysis, Leadership, Programming, Public Speaking",Houston,Graduate,Biology,3.18,"Chinese, English, French, German, Japanese, Spanish",Art Club,Environmental Sustainability
187,Student 187,Physics,Music Club,"Leadership, Programming",San Francisco,Junior,Biology,3.27,"Chinese, English, German, Japanese, Spanish","Art Club, Coding Club",Behavioral Economics
188,Student 188,Biology,Music Club,"Artistic, Data Analysis, Leadership, Programming, Public Speaking",Houston,Junior,Computer Science,2.77,"English, German","Art Club, Debate Club, Volunteer Group",Educational Technology
189,Student 189,Mathematics,Coding Club,"Artistic, Data Analysis, Leadership, Programming",Houston,Sophomore,Biology,3.22,"Chinese, English, French, German, Japanese, Spanish","Art Club, Sports Team",Cybersecurity
190,Student 190,Mathematics,Volunteer Group,"Artistic, Programming",San Francisco,Freshman,Psychology,3.19,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Sports Team, Volunteer Group",Environmental Sustainability
191,Student 191,Computer Science,Volunteer Group,"Data Analysis, Public Speaking",Chicago,Sophomore,Mathematics,2.4,"English, German, Japanese, Spanish","Sports Team, Volunteer Group",Cognitive Psychology
192,Student 192,Biology,Coding Club,Programming,Los Angeles,Sophomore,Psychology,3.92,"English, French, German, Japanese","Art Club, Debate Club, Music Club, Sports Team, Volunteer Group",Astrophysics
193,Student 193,Physics,Art Club,Artistic,Boston,Junior,Biology,2.19,"English, French, German, Japanese, Spanish",Volunteer Group,Human-Computer Interaction
194,Student 194,Mathematics,Coding Club,Leadership,Boston,Sophomore,History,2.01,"English, Spanish","Art Club, Coding Club, Debate Club, Music Club, Volunteer Group",Quantum Computing
195,Student 195,Computer Science,Volunteer Group,Programming,San Francisco,Graduate,Biology,2.12,"French, Japanese","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Educational Technology
196,Student 196,Biology,Sports Team,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Houston,Senior,Physics,3.09,"Chinese, French, Japanese","Art Club, Music Club",Environmental Sustainability
197,Student 197,Psychology,Volunteer Group,"Leadership, Programming",Chicago,Junior,Biology,2.64,Japanese,"Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Human-Computer Interaction
198,Student 198,Mathematics,Sports Team,Data Analysis,Los Angeles,Senior,Psychology,3.61,"English, French, German, Japanese, Spanish",Music Club,Astrophysics
199,Student 199,Physics,Music Club,"Artistic, Public Speaking",New York,Graduate,History,2.85,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Sports Team, Volunteer Group",Nanotechnology
200,Student 200,Computer Science,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving",Boston,Graduate,History,2.58,"Chinese, French, German, Japanese, Spanish","Coding Club, Volunteer Group",Climate Change
201,Student 201,Biology,Volunteer Group,"Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking",New York,Graduate,Computer Science,2.8,"Chinese, French","Music Club, Sports Team, Volunteer Group",Human-Computer Interaction
202,Student 202,Physics,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",New York,Freshman,Mathematics,2.14,"French, German","Art Club, Coding Club, Debate Club, Sports Team",Space Exploration
203,Student 203,History,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Boston,Freshman,History,3.19,"Chinese, English, French, German, Japanese, Spanish","Art Club, Debate Club, Sports Team, Volunteer Group",Healthcare Management
204,Student 204,History,Debate Club,"Leadership, Problem Solving",Houston,Freshman,Computer Science,2.52,Japanese,"Art Club, Music Club, Sports Team, Volunteer Group",Healthcare Management
205,Student 205,Psychology,Debate Club,Programming,Chicago,Senior,Computer Science,2.66,"French, German, Japanese, Spanish",Coding Club,Human-Computer Interaction
206,Student 206,History,Sports Team,Data Analysis,Boston,Senior,Biology,3.93,"Chinese, English, French, German, Japanese, Spanish","Art Club, Music Club, Sports Team",Data Science
