"recommendation_id","student_id","recommendation_description","activity_id","provider_id"
152816,163,"Robotics Club",8,3
152817,163,"Web Design",12,4
152818,163,"Game Development",11,4
152819,163,"Coding Bootcamp",10,4
152820,163,"Astronomy Nights",9,3
152821,164,"Robotics Club",8,3
152822,164,"Drawing Classes",2,1
152823,164,"Clay Modeling",1,1
152824,164,"Web Design",12,4
152825,164,"Game Development",11,4
152826,165,"Robotics Club",8,3
152827,165,"Guitar Classes",5,2
152828,165,"Violin Training",6,2
152829,165,"Piano Lessons",4,2
152830,165,"Web Design",12,4
152831,166,"Web Design",12,4
152832,166,"Game Development",11,4
152833,166,"Coding Bootcamp",10,4
152834,166,"Astronomy Nights",9,3
152835,166,"Robotics Club",8,3
152836,167,"Robotics Club",8,3
152837,167,"Guitar Classes",5,2
152838,167,"Violin Training",6,2
152839,167,"Piano Lessons",4,2
152840,167,"Web Design",12,4
152841,168,"Robotics Club",8,3
152842,168,"Science Experiments",7,3
152843,168,"Astronomy Nights",9,3
152844,168,"Web Design",12,4
152845,168,"Game Development",11,4
152846,169,"Robotics Club",8,3
152847,169,"Science Experiments",7,3
152848,169,"Astronomy Nights",9,3
152849,169,"Drawing Classes",2,1
152850,169,"Clay Modeling",1,1
152851,170,"Coding Bootcamp",10,4
152852,170,"Robotics Club",8,3
152853,170,"Web Design",12,4
152854,170,"Game Development",11,4
152855,170,"Astronomy Nights",9,3
152856,171,"Science Experiments",7,3
152857,171,"Robotics Club",8,3
152858,171,"Astronomy Nights",9,3
152859,171,"Web Design",12,4
152860,171,"Game Development",11,4
152861,172,"Robotics Club",8,3
152862,172,"Web Design",12,4
152863,172,"Game Development",11,4
152864,172,"Coding Bootcamp",10,4
152865,172,"Astronomy Nights",9,3
152866,173,"Robotics Club",8,3
152867,173,"Web Design",12,4
152868,173,"Game Development",11,4
152869,173,"Coding Bootcamp",10,4
152870,173,"Astronomy Nights",9,3
152871,174,"Coding Bootcamp",10,4
152872,174,"Robotics Club",8,3
152873,174,"Web Design",12,4
152874,174,"Game Development",11,4
152875,174,"Astronomy Nights",9,3
152876,175,"Robotics Club",8,3
152877,175,"Web Design",12,4
152878,175,"Game Development",11,4
152879,175,"Coding Bootcamp",10,4
152880,175,"Astronomy Nights",9,3
152881,176,"Robotics Club",8,3
152882,176,"Drawing Classes",2,1
152883,176,"Clay Modeling",1,1
152884,176,"Web Design",12,4
152885,176,"Game Development",11,4
152886,177,"Robotics Club",8,3
152887,177,"Web Design",12,4
152888,177,"Game Development",11,4
152889,177,"Coding Bootcamp",10,4
152890,177,"Astronomy Nights",9,3
152891,178,"Robotics Club",8,3
152892,178,"Web Design",12,4
152893,178,"Game Development",11,4
152894,178,"Coding Bootcamp",10,4
152895,178,"Astronomy Nights",9,3
152896,179,"Robotics Club",8,3
152897,179,"Web Design",12,4
152898,179,"Game Development",11,4
152899,179,"Coding Bootcamp",10,4
152900,179,"Astronomy Nights",9,3
152901,180,"Robotics Club",8,3
152902,180,"Science Experiments",7,3
152903,180,"Astronomy Nights",9,3
152904,180,"Drawing Classes",2,1
152905,180,"Clay Modeling",1,1
152906,181,"Robotics Club",8,3
152907,181,"Science Experiments",7,3
152908,181,"Astronomy Nights",9,3
152909,181,"Web Design",12,4
152910,181,"Game Development",11,4
152911,182,"Robotics Club",8,3
152912,182,"Drawing Classes",2,1
152913,182,"Clay Modeling",1,1
152914,182,"Web Design",12,4
152915,182,"Game Development",11,4
152916,183,"Science Experiments",7,3
152917,183,"Robotics Club",8,3
152918,183,"Astronomy Nights",9,3
152919,183,"Web Design",12,4
152920,183,"Game Development",11,4
152921,184,"Robotics Club",8,3
152922,184,"Web Design",12,4
152923,184,"Game Development",11,4
152924,184,"Coding Bootcamp",10,4
152925,184,"Astronomy Nights",9,3
152926,185,"Robotics Club",8,3
152927,185,"Guitar Classes",5,2
152928,185,"Violin Training",6,2
152929,185,"Piano Lessons",4,2
152930,185,"Web Design",12,4
152931,186,"Robotics Club",8,3
152932,186,"Coding Bootcamp",10,4
152933,186,"Web Design",12,4
152934,186,"Game Development",11,4
152935,186,"Astronomy Nights",9,3
152936,187,"Robotics Club",8,3
152937,187,"Guitar Classes",5,2
152938,187,"Violin Training",6,2
152939,187,"Piano Lessons",4,2
152940,187,"Web Design",12,4
152941,188,"Robotics Club",8,3
152942,188,"Guitar Classes",5,2
152943,188,"Violin Training",6,2
152944,188,"Piano Lessons",4,2
152945,188,"Game Development",11,4
152946,189,"Robotics Club",8,3
152947,189,"Coding Bootcamp",10,4
152948,189,"Web Design",12,4
152949,189,"Game Development",11,4
152950,189,"Astronomy Nights",9,3
152951,190,"Robotics Club",8,3
152952,190,"Web Design",12,4
152953,190,"Game Development",11,4
152954,190,"Coding Bootcamp",10,4
152955,190,"Astronomy Nights",9,3
152956,191,"Science Experiments",7,3
152957,191,"Astronomy Nights",9,3
152958,191,"Web Design",12,4
152959,191,"Game Development",11,4
152960,191,"Coding Bootcamp",10,4
152961,192,"Robotics Club",8,3
152962,192,"Coding Bootcamp",10,4
152963,192,"Web Design",12,4
152964,192,"Game Development",11,4
152965,192,"Astronomy Nights",9,3
152966,193,"Robotics Club",8,3
152967,193,"Drawing Classes",2,1
152968,193,"Clay Modeling",1,1
152969,193,"Web Design",12,4
152970,193,"Game Development",11,4
152971,194,"Coding Bootcamp",10,4
152972,194,"Robotics Club",8,3
152973,194,"Web Design",12,4
152974,194,"Game Development",11,4
152975,194,"Astronomy Nights",9,3
152976,195,"Science Experiments",7,3
152977,195,"Robotics Club",8,3
152978,195,"Astronomy Nights",9,3
152979,195,"Game Development",11,4
152980,195,"Coding Bootcamp",10,4
152981,196,"Robotics Club",8,3
152982,196,"Web Design",12,4
152983,196,"Game Development",11,4
152984,196,"Coding Bootcamp",10,4
152985,196,"Astronomy Nights",9,3
152986,197,"Robotics Club",8,3
152987,197,"Web Design",12,4
152988,197,"Game Development",11,4
152989,197,"Coding Bootcamp",10,4
152990,197,"Astronomy Nights",9,3
152991,198,"Web Design",12,4
152992,198,"Game Development",11,4
152993,198,"Coding Bootcamp",10,4
152994,198,"Astronomy Nights",9,3
152995,198,"Robotics Club",8,3
152996,199,"Robotics Club",8,3
152997,199,"Guitar Classes",5,2
152998,199,"Violin Training",6,2
152999,199,"Piano Lessons",4,2
153000,199,"Web Design",12,4
153001,200,"Science Experiments",7,3
153002,200,"Robotics Club",8,3
153003,200,"Astronomy Nights",9,3
153004,200,"Guitar Classes",5,2
153005,200,"Violin Training",6,2
153006,201,"Web Design",12,4
153007,201,"Game Development",11,4
153008,201,"Coding Bootcamp",10,4
153009,201,"Astronomy Nights",9,3
153010,201,"Robotics Club",8,3
153011,202,"Robotics Club",8,3
153012,202,"Guitar Classes",5,2
153013,202,"Violin Training",6,2
153014,202,"Piano Lessons",4,2
153015,202,"Web Design",12,4
153016,203,"Robotics Club",8,3
153017,203,"Guitar Classes",5,2
153018,203,"Violin Training",6,2
153019,203,"Piano Lessons",4,2
153020,203,"Web Design",12,4
153021,204,"Robotics Club",8,3
153022,204,"Web Design",12,4
153023,204,"Game Development",11,4
153024,204,"Coding Bootcamp",10,4
153025,204,"Astronomy Nights",9,3
153026,205,"Robotics Club",8,3
153027,205,"Web Design",12,4
153028,205,"Game Development",11,4
153029,205,"Coding Bootcamp",10,4
153030,205,"Astronomy Nights",9,3
153031,206,"Science Experiments",7,3
153032,206,"Astronomy Nights",9,3
153033,206,"Web Design",12,4
153034,206,"Game Development",11,4
153035,206,"Coding Bootcamp",10,4
153036,207,"Robotics Club",8,3
153037,207,"Drawing Classes",2,1
153038,207,"Clay Modeling",1,1
153039,207,"Web Design",12,4
153040,207,"Game Development",11,4
153041,208,"Web Design",12,4
153042,208,"Game Development",11,4
153043,208,"Coding Bootcamp",10,4
153044,208,"Astronomy Nights",9,3
153045,208,"Robotics Club",8,3
153046,209,"Robotics Club",8,3
153047,209,"Drawing Classes",2,1
153048,209,"Clay Modeling",1,1
153049,209,"Web Design",12,4
153050,209,"Game Development",11,4
153051,210,"Robotics Club",8,3
153052,210,"Guitar Classes",5,2
153053,210,"Violin Training",6,2
153054,210,"Piano Lessons",4,2
153055,210,"Web Design",12,4
153056,211,"Robotics Club",8,3
153057,211,"Guitar Classes",5,2
153058,211,"Violin Training",6,2
153059,211,"Piano Lessons",4,2
153060,211,"Web Design",12,4
153061,212,"Robotics Club",8,3
153062,212,"Coding Bootcamp",10,4
153063,212,"Web Design",12,4
153064,212,"Game Development",11,4
153065,212,"Astronomy Nights",9,3
153066,213,"Robotics Club",8,3
153067,213,"Game Development",11,4
153068,213,"Coding Bootcamp",10,4
153069,213,"Web Design",12,4
153070,213,"Astronomy Nights",9,3
153071,214,"Web Design",12,4
153072,214,"Game Development",11,4
153073,214,"Coding Bootcamp",10,4
153074,214,"Astronomy Nights",9,3
153075,214,"Robotics Club",8,3
153076,215,"Robotics Club",8,3
153077,215,"Drawing Classes",2,1
153078,215,"Clay Modeling",1,1
153079,215,"Web Design",12,4
153080,215,"Game Development",11,4
153081,216,"Robotics Club",8,3
153082,216,"Web Design",12,4
153083,216,"Game Development",11,4
153084,216,"Coding Bootcamp",10,4
153085,216,"Astronomy Nights",9,3
153086,217,"Robotics Club",8,3
153087,217,"Science Experiments",7,3
153088,217,"Astronomy Nights",9,3
153089,217,"Web Design",12,4
153090,217,"Game Development",11,4
153091,218,"Robotics Club",8,3
153092,218,"Coding Bootcamp",10,4
153093,218,"Web Design",12,4
153094,218,"Game Development",11,4
153095,218,"Astronomy Nights",9,3
153096,219,"Robotics Club",8,3
153097,219,"Science Experiments",7,3
153098,219,"Astronomy Nights",9,3
153099,219,"Drawing Classes",2,1
153100,219,"Clay Modeling",1,1
153101,220,"Robotics Club",8,3
153102,220,"Drawing Classes",2,1
153103,220,"Clay Modeling",1,1
153104,220,"Game Development",11,4
153105,220,"Coding Bootcamp",10,4
153106,221,"Robotics Club",8,3
153107,221,"Web Design",12,4
153108,221,"Game Development",11,4
153109,221,"Coding Bootcamp",10,4
153110,221,"Astronomy Nights",9,3
153111,222,"Web Design",12,4
153112,222,"Game Development",11,4
153113,222,"Coding Bootcamp",10,4
153114,222,"Astronomy Nights",9,3
153115,222,"Robotics Club",8,3
153116,223,"Robotics Club",8,3
153117,223,"Web Design",12,4
153118,223,"Game Development",11,4
153119,223,"Coding Bootcamp",10,4
153120,223,"Astronomy Nights",9,3
153121,224,"Robotics Club",8,3
153122,224,"Coding Bootcamp",10,4
153123,224,"Web Design",12,4
153124,224,"Game Development",11,4
153125,224,"Astronomy Nights",9,3
153126,225,"Robotics Club",8,3
153127,225,"Web Design",12,4
153128,225,"Game Development",11,4
153129,225,"Coding Bootcamp",10,4
153130,225,"Astronomy Nights",9,3
153131,226,"Web Design",12,4
153132,226,"Game Development",11,4
153133,226,"Coding Bootcamp",10,4
153134,226,"Astronomy Nights",9,3
153135,226,"Robotics Club",8,3
153136,227,"Robotics Club",8,3
153137,227,"Coding Bootcamp",10,4
153138,227,"Web Design",12,4
153139,227,"Game Development",11,4
153140,227,"Astronomy Nights",9,3
153141,228,"Web Design",12,4
153142,228,"Game Development",11,4
153143,228,"Coding Bootcamp",10,4
153144,228,"Astronomy Nights",9,3
153145,228,"Robotics Club",8,3
153146,229,"Science Experiments",7,3
153147,229,"Astronomy Nights",9,3
153148,229,"Web Design",12,4
153149,229,"Game Development",11,4
153150,229,"Coding Bootcamp",10,4
153151,230,"Robotics Club",8,3
153152,230,"Coding Bootcamp",10,4
153153,230,"Science Experiments",7,3
153154,230,"Astronomy Nights",9,3
153155,230,"Web Design",12,4
153156,231,"Robotics Club",8,3
153157,231,"Guitar Classes",5,2
153158,231,"Violin Training",6,2
153159,231,"Piano Lessons",4,2
153160,231,"Web Design",12,4
153161,232,"Robotics Club",8,3
153162,232,"Guitar Classes",5,2
153163,232,"Violin Training",6,2
153164,232,"Piano Lessons",4,2
153165,232,"Game Development",11,4
153166,233,"Robotics Club",8,3
153167,233,"Coding Bootcamp",10,4
153168,233,"Game Development",11,4
153169,233,"Web Design",12,4
153170,233,"Astronomy Nights",9,3
153171,234,"Robotics Club",8,3
153172,234,"Web Design",12,4
153173,234,"Game Development",11,4
153174,234,"Coding Bootcamp",10,4
153175,234,"Astronomy Nights",9,3
153176,235,"Robotics Club",8,3
153177,235,"Guitar Classes",5,2
153178,235,"Violin Training",6,2
153179,235,"Piano Lessons",4,2
153180,235,"Game Development",11,4
153181,236,"Robotics Club",8,3
153182,236,"Web Design",12,4
153183,236,"Game Development",11,4
153184,236,"Coding Bootcamp",10,4
153185,236,"Astronomy Nights",9,3
153186,237,"Robotics Club",8,3
153187,237,"Coding Bootcamp",10,4
153188,237,"Web Design",12,4
153189,237,"Game Development",11,4
153190,237,"Astronomy Nights",9,3
153191,238,"Robotics Club",8,3
153192,238,"Guitar Classes",5,2
153193,238,"Violin Training",6,2
153194,238,"Piano Lessons",4,2
153195,238,"Web Design",12,4
153196,239,"Robotics Club",8,3
153197,239,"Science Experiments",7,3
153198,239,"Astronomy Nights",9,3
153199,239,"Guitar Classes",5,2
153200,239,"Violin Training",6,2
153201,240,"Robotics Club",8,3
153202,240,"Guitar Classes",5,2
153203,240,"Violin Training",6,2
153204,240,"Piano Lessons",4,2
153205,240,"Web Design",12,4
153206,241,"Robotics Club",8,3
153207,241,"Web Design",12,4
153208,241,"Game Development",11,4
153209,241,"Coding Bootcamp",10,4
153210,241,"Astronomy Nights",9,3
153211,242,"Robotics Club",8,3
153212,242,"Guitar Classes",5,2
153213,242,"Violin Training",6,2
153214,242,"Piano Lessons",4,2
153215,242,"Web Design",12,4
153216,243,"Robotics Club",8,3
153217,243,"Drawing Classes",2,1
153218,243,"Clay Modeling",1,1
153219,243,"Web Design",12,4
153220,243,"Game Development",11,4
153221,244,"Robotics Club",8,3
153222,244,"Guitar Classes",5,2
153223,244,"Violin Training",6,2
153224,244,"Piano Lessons",4,2
153225,244,"Web Design",12,4
153226,245,"Robotics Club",8,3
153227,245,"Web Design",12,4
153228,245,"Game Development",11,4
153229,245,"Coding Bootcamp",10,4
153230,245,"Astronomy Nights",9,3
153231,246,"Robotics Club",8,3
153232,246,"Game Development",11,4
153233,246,"Coding Bootcamp",10,4
153234,246,"Web Design",12,4
153235,246,"Astronomy Nights",9,3
153236,247,"Coding Bootcamp",10,4
153237,247,"Robotics Club",8,3
153238,247,"Web Design",12,4
153239,247,"Game Development",11,4
153240,247,"Astronomy Nights",9,3
153241,248,"Robotics Club",8,3
153242,248,"Guitar Classes",5,2
153243,248,"Violin Training",6,2
153244,248,"Piano Lessons",4,2
153245,248,"Game Development",11,4
153246,249,"Science Experiments",7,3
153247,249,"Robotics Club",8,3
153248,249,"Astronomy Nights",9,3
153249,249,"Web Design",12,4
153250,249,"Game Development",11,4
153251,250,"Coding Bootcamp",10,4
153252,250,"Science Experiments",7,3
153253,250,"Robotics Club",8,3
153254,250,"Astronomy Nights",9,3
153255,250,"Web Design",12,4
153256,251,"Robotics Club",8,3
153257,251,"Web Design",12,4
153258,251,"Game Development",11,4
153259,251,"Coding Bootcamp",10,4
153260,251,"Astronomy Nights",9,3
153261,252,"Robotics Club",8,3
153262,252,"Drawing Classes",2,1
153263,252,"Clay Modeling",1,1
153264,252,"Game Development",11,4
153265,252,"Coding Bootcamp",10,4
153266,253,"Robotics Club",8,3
153267,253,"Drawing Classes",2,1
153268,253,"Clay Modeling",1,1
153269,253,"Web Design",12,4
153270,253,"Game Development",11,4
153271,254,"Robotics Club",8,3
153272,254,"Web Design",12,4
153273,254,"Game Development",11,4
153274,254,"Coding Bootcamp",10,4
153275,254,"Astronomy Nights",9,3
153276,255,"Science Experiments",7,3
153277,255,"Robotics Club",8,3
153278,255,"Astronomy Nights",9,3
153279,255,"Web Design",12,4
153280,255,"Game Development",11,4
153281,256,"Robotics Club",8,3
153282,256,"Guitar Classes",5,2
153283,256,"Violin Training",6,2
153284,256,"Piano Lessons",4,2
153285,256,"Web Design",12,4
153286,257,"Robotics Club",8,3
153287,257,"Science Experiments",7,3
153288,257,"Astronomy Nights",9,3
153289,257,"Drawing Classes",2,1
153290,257,"Clay Modeling",1,1
153291,258,"Robotics Club",8,3
153292,258,"Guitar Classes",5,2
153293,258,"Violin Training",6,2
153294,258,"Piano Lessons",4,2
153295,258,"Web Design",12,4
153296,259,"Robotics Club",8,3
153297,259,"Web Design",12,4
153298,259,"Game Development",11,4
153299,259,"Coding Bootcamp",10,4
153300,259,"Astronomy Nights",9,3
153301,260,"Robotics Club",8,3
153302,260,"Web Design",12,4
153303,260,"Game Development",11,4
153304,260,"Coding Bootcamp",10,4
153305,260,"Astronomy Nights",9,3
153306,261,"Robotics Club",8,3
153307,261,"Web Design",12,4
153308,261,"Game Development",11,4
153309,261,"Coding Bootcamp",10,4
153310,261,"Astronomy Nights",9,3
153311,262,"Coding Bootcamp",10,4
153312,262,"Robotics Club",8,3
153313,262,"Web Design",12,4
153314,262,"Game Development",11,4
153315,262,"Astronomy Nights",9,3
153316,263,"Coding Bootcamp",10,4
153317,263,"Robotics Club",8,3
153318,263,"Game Development",11,4
153319,263,"Web Design",12,4
153320,263,"Astronomy Nights",9,3
153321,264,"Science Experiments",7,3
153322,264,"Astronomy Nights",9,3
153323,264,"Web Design",12,4
153324,264,"Game Development",11,4
153325,264,"Coding Bootcamp",10,4
153326,265,"Science Experiments",7,3
153327,265,"Robotics Club",8,3
153328,265,"Astronomy Nights",9,3
153329,265,"Guitar Classes",5,2
153330,265,"Violin Training",6,2
153331,266,"Coding Bootcamp",10,4
153332,266,"Robotics Club",8,3
153333,266,"Web Design",12,4
153334,266,"Game Development",11,4
153335,266,"Astronomy Nights",9,3
153336,267,"Robotics Club",8,3
153337,267,"Web Design",12,4
153338,267,"Game Development",11,4
153339,267,"Coding Bootcamp",10,4
153340,267,"Astronomy Nights",9,3
153341,268,"Robotics Club",8,3
153342,268,"Guitar Classes",5,2
153343,268,"Violin Training",6,2
153344,268,"Piano Lessons",4,2
153345,268,"Game Development",11,4
153346,269,"Robotics Club",8,3
153347,269,"Web Design",12,4
153348,269,"Game Development",11,4
153349,269,"Coding Bootcamp",10,4
153350,269,"Astronomy Nights",9,3
153351,270,"Robotics Club",8,3
153352,270,"Guitar Classes",5,2
153353,270,"Violin Training",6,2
153354,270,"Piano Lessons",4,2
153355,270,"Web Design",12,4
153356,271,"Robotics Club",8,3
